001, 18.07, 0.44, 8.12e+06
002, 5.66, 0.48, 7.22e+06
003, 9.28, 0.41, 8.38e+06
004, 18.48, 0.43, 7.86e+06
005, 7.00, 0.48, 9.60e+06
006, 16.60, 0.49, 9.08e+06
007, 1.18, 0.50, 9.00e+06
008, 7.99, 0.41, 7.38e+06
009, 13.33, 0.50, 8.56e+06
010, 16.12, 0.50, 9.90e+06
011, 15.84, 0.49, 7.36e+06
012, 6.06, 0.48, 6.70e+06
013, 0.30, 0.41, 9.42e+06
014, 7.16, 0.44, 7.80e+06
015, 3.38, 0.45, 6.97e+06
016, 4.62, 0.35, 8.26e+06
017, 4.78, 0.47, 9.12e+06
018, 13.29, 0.37, 9.15e+06
019, 13.91, 0.40, 9.19e+06
020, 11.81, 0.39, 8.15e+06
021, 0.95, 0.41, 9.43e+06
022, 1.46, 0.36, 8.60e+06
023, 6.75, 0.35, 9.60e+06
024, 7.80, 0.39, 8.91e+06
025, 3.16, 0.49, 8.32e+06
026, 16.98, 0.40, 9.11e+06
027, 4.74, 0.39, 9.83e+06
028, 6.27, 0.46, 6.51e+06
029, 8.29, 0.44, 8.70e+06
030, 18.31, 0.41, 9.19e+06
031, 3.10, 0.37, 8.12e+06
032, 1.33, 0.49, 8.10e+06
033, 9.07, 0.47, 9.93e+06
034, 16.23, 0.43, 6.71e+06
035, 4.70, 0.37, 6.99e+06
036, 5.85, 0.45, 8.54e+06
037, 0.40, 0.47, 8.89e+06
038, 14.45, 0.50, 8.37e+06
039, 1.87, 0.38, 6.89e+06
040, 19.54, 0.50, 7.30e+06
