001, 2.09, 0.37, 7.49e+06
002, 3.22, 0.46, 6.81e+06
003, 14.07, 0.42, 8.46e+06
004, 13.90, 0.47, 7.70e+06
005, 4.00, 0.45, 6.51e+06
006, 15.17, 0.42, 8.28e+06
007, 14.36, 0.47, 9.04e+06
008, 14.86, 0.49, 9.77e+06
009, 12.22, 0.48, 7.13e+06
010, 17.11, 0.47, 9.38e+06
011, 19.95, 0.38, 8.49e+06
012, 16.53, 0.48, 6.59e+06
013, 12.58, 0.48, 7.44e+06
014, 11.30, 0.40, 9.02e+06
015, 16.42, 0.49, 9.54e+06
016, 4.93, 0.45, 7.61e+06
017, 1.50, 0.38, 6.82e+06
018, 7.79, 0.38, 8.40e+06
019, 0.27, 0.48, 6.74e+06
020, 8.16, 0.47, 7.09e+06
021, 11.14, 0.38, 8.88e+06
022, 3.25, 0.47, 6.99e+06
023, 9.78, 0.45, 7.33e+06
024, 1.58, 0.49, 7.69e+06
025, 6.56, 0.38, 6.95e+06
026, 8.88, 0.45, 6.64e+06
027, 5.33, 0.36, 6.51e+06
028, 12.60, 0.43, 7.96e+06
029, 11.90, 0.47, 7.20e+06
030, 0.60, 0.47, 9.75e+06
031, 17.25, 0.38, 7.25e+06
032, 18.99, 0.42, 7.73e+06
033, 8.57, 0.46, 7.41e+06
034, 19.98, 0.41, 8.58e+06
035, 14.27, 0.50, 7.77e+06
036, 14.94, 0.49, 7.88e+06
037, 16.41, 0.36, 8.67e+06
038, 5.13, 0.42, 7.07e+06
039, 16.14, 0.43, 6.59e+06
040, 19.46, 0.35, 8.77e+06
