001, 6.84, 0.47, 9.60e+06
002, 6.48, 0.36, 6.54e+06
003, 9.94, 0.43, 7.41e+06
004, 9.88, 0.45, 9.93e+06
005, 8.45, 0.45, 7.16e+06
006, 11.71, 0.48, 7.29e+06
007, 4.36, 0.40, 9.15e+06
008, 2.97, 0.47, 6.91e+06
009, 1.89, 0.42, 7.47e+06
010, 18.00, 0.40, 9.04e+06
011, 16.59, 0.41, 7.65e+06
012, 17.92, 0.45, 8.04e+06
013, 14.53, 0.49, 9.67e+06
014, 0.04, 0.45, 9.34e+06
015, 4.15, 0.45, 7.00e+06
016, 18.95, 0.42, 9.15e+06
017, 8.42, 0.42, 9.82e+06
018, 17.51, 0.48, 6.87e+06
019, 17.13, 0.49, 8.40e+06
020, 1.08, 0.42, 8.46e+06
021, 5.02, 0.43, 8.81e+06
022, 11.12, 0.44, 9.14e+06
023, 19.19, 0.42, 8.22e+06
024, 12.94, 0.41, 7.39e+06
025, 3.24, 0.36, 8.53e+06
026, 1.22, 0.42, 8.50e+06
027, 5.31, 0.44, 8.55e+06
028, 3.70, 0.47, 9.54e+06
029, 5.12, 0.46, 7.67e+06
030, 18.50, 0.48, 9.55e+06
031, 5.16, 0.46, 7.24e+06
032, 5.75, 0.50, 7.07e+06
033, 15.11, 0.39, 8.18e+06
034, 10.48, 0.41, 9.70e+06
035, 0.86, 0.43, 9.30e+06
036, 7.43, 0.47, 7.40e+06
037, 15.99, 0.37, 8.23e+06
038, 12.68, 0.49, 8.70e+06
039, 4.96, 0.45, 7.67e+06
040, 12.72, 0.36, 9.98e+06
