001, 18.22, 0.36, 8.67e+06
002, 14.19, 0.44, 9.02e+06
003, 13.90, 0.50, 9.90e+06
004, 8.24, 0.48, 9.88e+06
005, 19.97, 0.38, 8.83e+06
006, 18.00, 0.40, 6.51e+06
007, 2.40, 0.36, 8.00e+06
008, 10.79, 0.49, 6.92e+06
009, 19.37, 0.40, 9.73e+06
010, 11.35, 0.36, 8.43e+06
011, 7.84, 0.48, 7.74e+06
012, 17.43, 0.41, 9.84e+06
013, 17.07, 0.37, 7.02e+06
014, 13.89, 0.36, 9.11e+06
015, 5.71, 0.37, 8.23e+06
016, 18.95, 0.45, 8.69e+06
017, 13.55, 0.50, 7.70e+06
018, 5.91, 0.46, 7.43e+06
019, 1.84, 0.35, 9.54e+06
020, 0.89, 0.49, 7.02e+06
021, 5.54, 0.38, 9.00e+06
022, 7.47, 0.48, 9.08e+06
023, 4.75, 0.48, 7.11e+06
024, 15.19, 0.39, 7.53e+06
025, 2.45, 0.39, 8.36e+06
026, 10.82, 0.43, 9.08e+06
027, 15.26, 0.49, 8.76e+06
028, 9.59, 0.36, 9.99e+06
029, 9.65, 0.48, 8.72e+06
030, 0.47, 0.46, 8.22e+06
031, 1.42, 0.43, 7.57e+06
032, 5.55, 0.42, 9.56e+06
033, 18.28, 0.43, 8.83e+06
034, 6.53, 0.42, 8.47e+06
035, 7.82, 0.39, 7.52e+06
036, 18.03, 0.45, 7.91e+06
037, 7.18, 0.42, 6.62e+06
038, 16.50, 0.46, 7.70e+06
039, 11.70, 0.43, 6.61e+06
040, 11.39, 0.37, 9.20e+06
