001, 8.78, 0.42, 9.28e+06
002, 4.58, 0.46, 7.66e+06
003, 17.10, 0.37, 9.20e+06
004, 14.69, 0.50, 8.53e+06
005, 16.66, 0.44, 8.07e+06
006, 2.70, 0.38, 9.84e+06
007, 9.57, 0.41, 9.05e+06
008, 7.15, 0.37, 8.25e+06
009, 17.17, 0.48, 8.79e+06
010, 2.11, 0.47, 8.65e+06
011, 0.53, 0.36, 9.75e+06
012, 7.24, 0.48, 8.71e+06
013, 2.80, 0.36, 9.56e+06
014, 6.47, 0.46, 6.68e+06
015, 5.11, 0.46, 9.96e+06
016, 17.77, 0.45, 9.74e+06
017, 3.93, 0.43, 8.56e+06
018, 11.39, 0.40, 9.89e+06
019, 11.99, 0.38, 8.03e+06
020, 19.62, 0.41, 8.84e+06
021, 11.34, 0.46, 8.97e+06
022, 7.25, 0.47, 7.71e+06
023, 10.98, 0.48, 8.39e+06
024, 2.60, 0.36, 9.64e+06
025, 9.55, 0.36, 8.36e+06
026, 3.12, 0.43, 7.91e+06
027, 16.84, 0.44, 7.26e+06
028, 8.16, 0.46, 8.37e+06
029, 14.08, 0.46, 8.74e+06
030, 12.27, 0.46, 8.88e+06
031, 16.25, 0.49, 6.89e+06
032, 5.70, 0.45, 7.38e+06
033, 12.99, 0.50, 9.96e+06
034, 14.64, 0.43, 7.24e+06
035, 4.41, 0.41, 6.54e+06
036, 1.16, 0.50, 7.20e+06
037, 2.27, 0.43, 9.80e+06
038, 0.27, 0.42, 8.27e+06
039, 16.34, 0.48, 7.28e+06
040, 7.31, 0.37, 6.65e+06
