001, 13.79, 0.49, 6.56e+06
002, 18.79, 0.37, 9.64e+06
003, 18.26, 0.41, 7.49e+06
004, 9.92, 0.47, 6.98e+06
005, 3.78, 0.42, 7.51e+06
006, 9.23, 0.44, 8.60e+06
007, 17.91, 0.38, 8.58e+06
008, 10.46, 0.48, 6.63e+06
009, 0.76, 0.43, 9.79e+06
010, 11.79, 0.48, 9.86e+06
011, 14.16, 0.43, 6.98e+06
012, 2.81, 0.35, 7.72e+06
013, 6.68, 0.40, 7.52e+06
014, 2.25, 0.48, 9.60e+06
015, 11.95, 0.40, 8.85e+06
016, 8.78, 0.40, 7.26e+06
017, 1.59, 0.38, 7.78e+06
018, 7.56, 0.41, 9.13e+06
019, 1.46, 0.41, 9.89e+06
020, 17.30, 0.49, 7.69e+06
021, 4.38, 0.40, 7.44e+06
022, 2.06, 0.47, 7.78e+06
023, 19.45, 0.46, 6.92e+06
024, 2.74, 0.46, 6.53e+06
025, 16.02, 0.47, 7.88e+06
026, 14.06, 0.43, 6.70e+06
027, 12.71, 0.44, 9.42e+06
028, 12.77, 0.45, 7.27e+06
029, 0.01, 0.44, 7.57e+06
030, 1.27, 0.38, 8.94e+06
031, 13.25, 0.39, 8.59e+06
032, 17.54, 0.49, 7.12e+06
033, 4.96, 0.47, 8.72e+06
034, 5.87, 0.36, 7.23e+06
035, 15.21, 0.42, 7.01e+06
036, 0.79, 0.41, 8.69e+06
037, 1.14, 0.38, 6.85e+06
038, 8.38, 0.48, 8.13e+06
039, 11.84, 0.36, 8.14e+06
040, 16.15, 0.43, 7.71e+06
