001, 14.83, 0.43, 6.61e+06
002, 14.80, 0.49, 7.58e+06
003, 14.50, 0.44, 7.82e+06
004, 1.99, 0.45, 6.94e+06
005, 15.38, 0.36, 9.95e+06
006, 4.31, 0.48, 6.60e+06
007, 17.27, 0.48, 9.88e+06
008, 10.05, 0.49, 9.82e+06
009, 0.28, 0.38, 7.08e+06
010, 10.73, 0.46, 8.52e+06
011, 8.77, 0.37, 7.40e+06
012, 1.78, 0.45, 7.89e+06
013, 11.11, 0.40, 6.82e+06
014, 11.06, 0.43, 8.93e+06
015, 9.54, 0.45, 7.41e+06
016, 14.51, 0.38, 8.41e+06
017, 3.99, 0.39, 6.87e+06
018, 15.47, 0.45, 6.73e+06
019, 10.31, 0.46, 7.18e+06
020, 12.39, 0.50, 6.50e+06
021, 9.13, 0.47, 8.07e+06
022, 11.19, 0.42, 7.64e+06
023, 15.08, 0.45, 9.98e+06
024, 16.17, 0.44, 9.39e+06
025, 13.38, 0.43, 7.71e+06
026, 19.90, 0.42, 7.68e+06
027, 15.94, 0.49, 6.96e+06
028, 7.29, 0.45, 7.36e+06
029, 2.74, 0.39, 9.46e+06
030, 15.30, 0.39, 7.65e+06
031, 16.47, 0.43, 6.92e+06
032, 19.56, 0.38, 7.35e+06
033, 11.61, 0.41, 9.25e+06
034, 1.80, 0.48, 9.93e+06
035, 0.10, 0.49, 6.67e+06
036, 6.93, 0.44, 6.62e+06
037, 9.75, 0.42, 7.47e+06
038, 16.43, 0.41, 8.70e+06
039, 12.72, 0.49, 8.91e+06
040, 11.12, 0.43, 8.36e+06
