001, 8.46, 0.49, 8.79e+06
002, 6.84, 0.38, 6.98e+06
003, 9.78, 0.42, 7.50e+06
004, 4.32, 0.41, 9.45e+06
005, 5.75, 0.41, 6.93e+06
006, 11.11, 0.45, 9.50e+06
007, 6.76, 0.44, 8.85e+06
008, 9.44, 0.48, 8.84e+06
009, 18.48, 0.41, 8.95e+06
010, 16.57, 0.36, 9.08e+06
011, 15.18, 0.46, 6.71e+06
012, 13.01, 0.47, 8.50e+06
013, 0.66, 0.40, 9.78e+06
014, 3.50, 0.39, 6.58e+06
015, 16.37, 0.37, 7.88e+06
016, 3.10, 0.45, 7.47e+06
017, 5.19, 0.48, 6.97e+06
018, 2.74, 0.47, 6.71e+06
019, 13.12, 0.45, 6.67e+06
020, 6.38, 0.39, 8.79e+06
021, 8.50, 0.38, 8.84e+06
022, 3.42, 0.48, 6.96e+06
023, 0.03, 0.48, 8.07e+06
024, 13.73, 0.37, 6.52e+06
025, 17.28, 0.49, 8.52e+06
026, 10.90, 0.49, 8.34e+06
027, 11.48, 0.42, 7.56e+06
028, 1.08, 0.37, 7.20e+06
029, 10.45, 0.41, 7.49e+06
030, 10.18, 0.40, 9.81e+06
031, 3.61, 0.50, 8.39e+06
032, 12.20, 0.48, 7.26e+06
033, 10.59, 0.49, 7.03e+06
034, 18.75, 0.44, 8.30e+06
035, 10.90, 0.46, 7.33e+06
036, 13.14, 0.46, 9.50e+06
037, 11.89, 0.47, 7.45e+06
038, 7.12, 0.48, 8.54e+06
039, 8.69, 0.44, 9.10e+06
040, 16.41, 0.49, 7.39e+06
